iter	MultiClass
271	0.2578402184
272	0.2568717197
273	0.2557037996
274	0.2547450939
275	0.2536900503
276	0.2526389616
277	0.251614718
278	0.2508247878
279	0.2498218595
280	0.2488363943
281	0.2481076362
282	0.2470446315
283	0.2458944826
284	0.2445970961
285	0.2436870987
286	0.2427518141
287	0.2421374563
288	0.2412336737
289	0.2400721054
290	0.2390401404
291	0.2380399685
292	0.2367706941
293	0.2357912382
294	0.2347769589
295	0.23363008
296	0.2325275437
297	0.2313084671
298	0.2303886595
299	0.2293949421
300	0.228600338
301	0.2275812649
302	0.2269724885
303	0.2258116049
304	0.2249896078
305	0.2244318851
306	0.2235380668
307	0.222825522
308	0.2220136431
309	0.2212262126
310	0.2201494771
311	0.2190697283
312	0.2183843198
313	0.2175868737
314	0.2168988285
315	0.2162086605
316	0.2154852954
317	0.2143388788
318	0.2136857599
319	0.2128320039
320	0.212218348
321	0.2114701922
322	0.2109109459
323	0.2098308034
324	0.2090598771
325	0.2083393712
326	0.2080067681
327	0.2074515622
328	0.206816283
329	0.2059713099
330	0.2053338221
331	0.2044877019
332	0.2038986998
333	0.202806453
334	0.2020046068
335	0.2010964242
336	0.2005083124
337	0.199861511
338	0.1992757789
339	0.1985150737
340	0.1975724786
341	0.1968641797
342	0.1959056795
343	0.194991539
344	0.1942463451
345	0.1936266799
346	0.1929536153
347	0.192010986
348	0.191189297
349	0.1906283556
350	0.190037282
351	0.1894848325
352	0.1888407532
353	0.1882600375
354	0.1874455221
355	0.1869743957
356	0.1863609795
357	0.1856524924
358	0.1852710612
359	0.1846803641
360	0.1841014461
361	0.1834859241
362	0.1826907379
363	0.182009404
364	0.1813355006
365	0.1805753261
366	0.1799476827
367	0.1793323833
368	0.1788144148
369	0.1782083605
370	0.177403912
371	0.1766767119
372	0.1760016614
373	0.1754447777
374	0.1749118628
375	0.1742853836
376	0.1735847719
377	0.1730613248
378	0.1725453252
379	0.1718210357
380	0.1714105165
381	0.1707724294
382	0.1701680872
383	0.1693651282
384	0.168899549
385	0.1682558292
386	0.1678508914
387	0.1671976868
388	0.1666110131
389	0.166244494
390	0.1655908956
391	0.1648183429
392	0.1644880854
393	0.1640422291
394	0.1635841487
395	0.1629599294
396	0.1622623995
397	0.1617371205
398	0.1611716593
399	0.1606176518
400	0.1601434609
401	0.159664596
402	0.1591530649
403	0.1586421159
404	0.1581334953
405	0.1576097229
406	0.1570993389
407	0.156586284
408	0.1560172617
409	0.1556067083
410	0.1549123285
411	0.1544094262
412	0.1540565352
413	0.1536430027
414	0.1531485067
415	0.152566524
416	0.1519986831
417	0.1515445233
418	0.1510848164
419	0.1507546959
420	0.1504516944
421	0.1500091253
422	0.149304456
423	0.1487777218
424	0.148182659
425	0.1474692068
426	0.1470641148
427	0.1465088575
428	0.1459703785
429	0.1453454744
430	0.144853632
431	0.1443686208
432	0.1440136411
433	0.1435260703
434	0.1429372993
435	0.1424287301
436	0.1420453129
437	0.1417159028
438	0.1414098881
439	0.1409660949
440	0.1405631602
441	0.1398400006
442	0.1393638836
443	0.1389158102
444	0.1382653449
445	0.1377768839
446	0.1371237478
447	0.1368410172
448	0.1364013757
449	0.1360009406
450	0.1355215193
451	0.1350693455
452	0.1347463899
453	0.1341344633
454	0.1337795862
455	0.1331623864
456	0.1328926418
457	0.1323657107
458	0.1319583502
459	0.1315704645
460	0.1309371456
461	0.1308460808
462	0.1305765845
463	0.130112315
464	0.1295479581
465	0.1289743389
466	0.1284157431
467	0.1278748072
468	0.1275067644
469	0.1270686467
470	0.1266329858
471	0.126203942
472	0.1257211222
473	0.1252334488
474	0.1246909293
475	0.1241868884
476	0.1238574527
477	0.1234504175
478	0.122889733
479	0.122394963
480	0.1219682648
481	0.1214572131
482	0.1210343071
483	0.1206629942
484	0.1202553769
485	0.1197604956
486	0.1192104088
487	0.1188080219
488	0.1183556085
489	0.1179998925
490	0.1177317401
491	0.1174554383
492	0.1169760427
493	0.1166143859
494	0.1162023001
495	0.1159952086
496	0.1155883019
497	0.1152136847
498	0.1147633428
499	0.1144697748
